opponent,colors
1.0,05-15.jpg
0.9991698980879193,05-16.jpg
0.9984827936085242,04-03.jpg
0.9984036917132771,05-18.jpg
0.9980620602277852,05-07.jpg
0.9980393031895128,01-05.jpg
0.9978852630732868,01-03.jpg
0.9974343043005417,08-03.jpg
0.997351067417348,04-05.jpg
0.9972972193273432,11-12.jpg
0.997233990671838,01-06.jpg
0.9972268250708755,02-04.jpg
0.9971486751464214,02-01.jpg
0.9971415773081724,01-07.jpg
0.9970815555534225,05-02.jpg
0.9970294482732084,05-17.jpg
0.9969927231738077,05-03.jpg
0.9969495007833948,05-19.jpg
0.9968073874319948,07-05.jpg
0.9968013847046993,04-08.jpg
0.9967988778818182,09-01.jpg
0.9967119308166031,06-05.jpg
0.9966442274506007,11-05.jpg
0.9966401612430429,02-13.jpg
0.9965735663344987,11-06.jpg
0.9965354554479731,01-11.jpg
0.9965217828063901,01-02.jpg
0.9964952659468348,02-03.jpg
0.9963732800692232,06-08.jpg
0.9963351934461301,02-07.jpg
0.9962969099874643,05-01.jpg
0.9962829426393802,01-01.jpg
0.9962817624499285,02-11.jpg
0.9962160770023978,04-04.jpg
0.9961826267757106,06-01.jpg
0.9961708724178033,02-14.jpg
0.9961493690895084,02-08.jpg
0.9961133302191906,09-07.jpg
0.9960411549647679,11-09.jpg
0.996030897579849,06-04.jpg
0.9960237665983153,06-11.jpg
0.9960158027710991,01-04.jpg
0.9959876802357438,04-02.jpg
0.9959562452600861,06-06.jpg
0.9959415458236454,02-10.jpg
0.995877875039889,02-06.jpg
0.9958590939038396,02-02.jpg
0.9958545501108934,02-09.jpg
0.9957918857599792,05-04.jpg
0.9957626661915415,06-03.jpg
0.9957276850224918,09-08.jpg
0.9956962242984742,08-02.jpg
0.9956645793190512,01-08.jpg
0.995652419271932,05-10.jpg
0.9956424377421037,11-15.jpg
0.9956006538229464,10-02.jpg
0.995570952860604,06-02.jpg
0.9955312354480628,09-10.jpg
0.9955053252805165,09-05.jpg
0.9955029488533415,05-11.jpg
0.99549460780636,10-05.jpg
0.9954912031069644,05-12.jpg
0.9954901733202873,04-01.jpg
0.9954833641336519,01-10.jpg
0.9954785038361124,06-07.jpg
0.9954022437808777,06-09.jpg
0.995397091323581,05-20.jpg
0.9953915159754635,06-10.jpg
0.9953483497278353,11-04.jpg
0.9953472610732207,02-05.jpg
0.9953314955491802,10-01.jpg
0.9953235861781237,10-03.jpg
0.9952826275853786,10-07.jpg
0.9952698296582595,10-04.jpg
0.9952525386146274,11-13.jpg
0.9952296123891006,03-02.jpg
0.9952250845537753,11-03.jpg
0.9952028532209684,10-06.jpg
0.995196088597992,09-09.jpg
0.9951937273535455,09-06.jpg
0.9951873461964481,03-04.jpg
0.9951506640036233,11-07.jpg
0.9951220001402111,07-04.jpg
0.9950737831917794,04-06.jpg
0.9950372688888736,11-08.jpg
0.9949150588848528,05-08.jpg
0.9943189104271667,11-11.jpg
0.9942062314076014,05-09.jpg
0.9937230353545753,09-02.jpg
0.9926987989517578,11-14.jpg
0.9924290006274503,01-09.jpg
0.9918551901050465,05-05.jpg
0.9907791217502733,01-12.jpg
0.9907121113736863,05-14.jpg
0.9881283745310431,05-06.jpg
0.9873419311780172,08-01.jpg
0.9865055441886196,02-12.jpg
0.9863706196480757,03-03.jpg
0.985649569443932,09-04.jpg
0.9853778674179279,04-07.jpg
0.9852745219241318,11-10.jpg
0.9849917704603723,09-03.jpg
0.9844876683400856,11-01.jpg
0.9771316295900603,11-02.jpg
0.9752278683922022,03-05.jpg
0.9739408616830846,08-05.jpg
0.9684185301506699,04-09.jpg
0.9654929602532929,07-01.jpg
0.964609206567042,05-13.jpg
0.9534702694751864,07-03.jpg
0.9445421592497946,08-04.jpg
0.9405927632549431,07-02.jpg
0.9060964473756582,03-01.jpg
0.861674690849699,03-06.jpg
end,end
rgb,rgb
0.9999999999999966,05-15.jpg
0.8656146621668651,05-16.jpg
0.6897464728038777,04-04.jpg
0.6771168290438724,11-14.jpg
0.6747455670397675,06-06.jpg
0.6544387038523266,02-03.jpg
0.6487481824999292,06-05.jpg
0.6434308041546892,06-08.jpg
0.6431670942391351,05-09.jpg
0.6312610337256407,06-07.jpg
0.6305302470780049,04-05.jpg
0.629988247112981,02-08.jpg
0.6176857721023042,02-04.jpg
0.6148809798812309,07-04.jpg
0.6143867027231776,06-01.jpg
0.6041550143349564,02-06.jpg
0.6040973898164262,04-03.jpg
0.5932630845175121,05-18.jpg
0.5925705861698579,05-19.jpg
0.5913579705056162,05-10.jpg
0.5889319889739109,04-02.jpg
0.5867026797664754,05-12.jpg
0.5839478168374059,05-07.jpg
0.5832616593688,05-01.jpg
0.5832214188343888,05-20.jpg
0.5791926326007908,05-02.jpg
0.5781809525776571,05-17.jpg
0.5771961537983492,06-02.jpg
0.5761493307997325,05-03.jpg
0.5748471786186347,01-01.jpg
0.570507448836276,02-01.jpg
0.5698907880958696,05-11.jpg
0.5684047112524755,05-08.jpg
0.5677719865333745,05-14.jpg
0.5636482787238916,02-02.jpg
0.5636213188937782,11-05.jpg
0.5576855910176928,06-09.jpg
0.5551261522504184,02-05.jpg
0.5519893598038285,02-09.jpg
0.5487441651520127,01-02.jpg
0.5444899571485892,11-12.jpg
0.5435580180105724,04-06.jpg
0.5409149144910755,01-03.jpg
0.5404171864672808,04-08.jpg
0.5373649103602092,01-06.jpg
0.5355520902181075,01-09.jpg
0.5349681510244528,05-06.jpg
0.5291788458360854,01-05.jpg
0.5281682398380677,01-08.jpg
0.5280489432622728,02-13.jpg
0.5278281663086549,09-05.jpg
0.5272543993721053,09-08.jpg
0.5254931427627207,08-03.jpg
0.5243766213648344,09-02.jpg
0.5237919262431838,11-06.jpg
0.5231083113020462,09-01.jpg
0.5220430332947763,09-07.jpg
0.5211517370290796,09-06.jpg
0.5210680456873735,08-01.jpg
0.5207776974553854,07-05.jpg
0.5206259191176446,01-12.jpg
0.5204011547358799,06-03.jpg
0.5197529535690658,01-07.jpg
0.5194083567415713,05-13.jpg
0.5180147710537787,02-10.jpg
0.5163306448281542,01-04.jpg
0.5158612006272831,02-14.jpg
0.5158219183740901,05-04.jpg
0.5150341423605753,06-04.jpg
0.5150322207534686,04-07.jpg
0.5144058256893519,03-04.jpg
0.513961252478517,09-03.jpg
0.512658976371446,05-05.jpg
0.5123438429444801,01-10.jpg
0.5102222443143362,03-02.jpg
0.5100078204800816,02-12.jpg
0.5092353303921066,06-11.jpg
0.509050375908789,01-11.jpg
0.5065426267851159,03-03.jpg
0.5052244392199949,11-08.jpg
0.5049753354089722,02-07.jpg
0.5044367460369302,06-10.jpg
0.5039396663585761,09-10.jpg
0.5022312045604747,04-09.jpg
0.5019699272967606,11-13.jpg
0.5013445142101774,04-01.jpg
0.5010765139623262,08-04.jpg
0.4999177360570588,03-05.jpg
0.49851456785368947,10-02.jpg
0.4969075023408252,10-05.jpg
0.4956928053918864,11-15.jpg
0.4954744567741989,09-09.jpg
0.4949823508757433,07-01.jpg
0.49427733600462603,09-04.jpg
0.49286092407468607,08-05.jpg
0.4898991629536353,11-09.jpg
0.489382525606329,03-01.jpg
0.4892152594183733,08-02.jpg
0.48680005619810895,11-01.jpg
0.48344146034753066,10-01.jpg
0.48320836905369785,11-02.jpg
0.48200829191875577,10-03.jpg
0.48181209724058105,11-04.jpg
0.4814194883085327,11-11.jpg
0.4810544815796595,10-07.jpg
0.4803087099306008,11-10.jpg
0.47974675727032334,11-07.jpg
0.4778993591994377,11-03.jpg
0.4746020913034296,10-06.jpg
0.47435260038003907,07-02.jpg
0.473529638962326,07-03.jpg
0.47192270488404114,10-04.jpg
0.4698523708703671,03-06.jpg
0.4524864866869737,02-11.jpg
end,end
gray,gray
0.9999999999999998,05-15.jpg
0.9549777371841498,05-16.jpg
0.9244390716960941,02-03.jpg
0.9193546354123102,03-04.jpg
0.9158203839495688,06-08.jpg
0.9073578321534496,05-09.jpg
0.90640366132408,01-01.jpg
0.8953771652621724,04-04.jpg
0.891244875597526,02-04.jpg
0.8911897072980955,04-03.jpg
0.8895777294303795,06-07.jpg
0.8880649851992416,05-12.jpg
0.8863264279026216,01-06.jpg
0.8859732526437543,09-04.jpg
0.8845988585040757,05-03.jpg
0.8841203703703703,02-08.jpg
0.8832021333621605,06-01.jpg
0.8823747836360639,06-06.jpg
0.8815061302894408,07-04.jpg
0.8812400696239766,06-02.jpg
0.8798727479659048,04-05.jpg
0.8786525804141881,05-02.jpg
0.8786196023353161,01-03.jpg
0.8781367635920039,03-03.jpg
0.8774423437567263,04-02.jpg
0.8764175892267021,01-02.jpg
0.876070926966292,05-10.jpg
0.8714196674337801,03-02.jpg
0.8709749738378498,01-07.jpg
0.8709102294007488,02-01.jpg
